Designator,Mid X,Mid Y,Rotation,Layer
C1,51.697349,-38.89,0.0,top
C2,61.82,-39.08,0.0,top
J1,55.88,-63.5,90.0,top
L1,55.97,-51.39,180.0,top
P1,42.25,-20.89,0.0,top
Q1,42.62,-52.35,270.0,top
Q2,35.485,-52.205,270.0,top
Q3,28.72,-52.09,270.0,top
R1,33.295,-19.37,180.0,top
U1,34.77,-35.42,90.0,top
U2,55.48,-64.64,270.0,top
U3,57.85,-26.05,180.0,top
